l_id,n_id_start,n_id_end,voltage,cables,type,frequency,name,operator,length_m,r_ohm_km,x_ohm_km,c_nf_km,i_th_max_km,not_accurate
547,82162837,52723519,380000,9,line,50,-110kV Dellwig - Unna Ost+West-110kV Holzen,RWE,16498.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
548,33420442,81989512,110000,6,line,,,,11967.0,,,,,
549,38704287,38165878,110000,6,line,50,,RWE,12766.0,,,,,
550,157628352,42509500,110000,6,line,,-110kV Gersteinwerk-Weddinghofen,RWE,1417.0,,,,,Yes
551,157628352,44502985,110000,6,line,,-110kV Gersteinwerk-Weddinghofen,RWE,2929.0,,,,,Yes
552,157628352,42507488,110000,12,line,,-110kV Gersteinwerk-Weddinghofen,RWE,8789.0,,,,,Yes
553,157628352,123059842,110000,6,line,,-110kV Gersteinwerk-Weddinghofen,RWE,12699.0,,,,,Yes
554,106742951,60486648,110000,12,line,,,,388.0,,,,,Yes
555,24478889,26623135,110000,9,line,,,RWE,41.0,,,,,
556,223466673,23076726,110000,6,line,50,110kV Datteln-Lünen + Datteln-Oer-110kV Datteln-Lünen + Erkenschwick-Lünen,RWE,12622.0,,,,,
557,223466673,119312270,110000,6,line,50,110kV Datteln-Oer + Erkenschwick-Lünen-110kV Erkenschwick - Lünen-110kV Erkenschwick-Lünen+Erkenschwick-Oer-110kV Datteln-Lünen + Erkenschwick-Lünen,RWE,18938.0,,,,,Yes
558,223466673,432637927,110000,6,line,50,110kV Datteln-Oer + Erkenschwick-Lünen-110kV Datteln-Oer + Erkenschwick-Oer-110kV Datteln-Lünen + Erkenschwick-Lünen,RWE,22411.0,,,,,
559,29465782,42507488,220000,6,line,50,-110kV Gersteinwerk - Selm,RWE,24193.0,0.08,0.32,11.5,1.3,Yes
560,24667346,94524684,110000,6,line,,110kV Feldmühle 1+2-110kV Feldmühle 1,markE,1885.0,,,,,Yes
561,24696030,24815262,110000,6,line,50,-110kV Waldniel Ost+?-110kV Waldniel Ost,RWE,9500.0,,,,,Yes
562,24696030,40146207,110000,6,line,50,,,5629.0,,,,,
563,24696030,24696121,110000,6,line,50,,,10227.0,,,,,Yes
564,42507488,33883956,110000,6,line,,,RWE,325.0,,,,,Yes
565,42507488,86267675,110000,6,line,,-110kV Bockum-Hövel Nord+Süd,RWE,2753.0,,,,,Yes
566,22768865,28712865,110000,3,cable,50,110 kV Übergabe Bonn-Nord Trafo A1,Westnetz,259.0,,,,,
567,29471978,215450985,110000,3,abandoned:line,,,,1187.0,,,,,
568,29471978,29472308,110000,6,line,,110kV Hervest-Dorsten - Stadtlohn + Lembeck - Stadtlohn-110kV Hervest-Dorsten - Stadtlohn + Hervest-Dorsten - Lembeck,RWE,21945.0,,,,,
569,29471978,29472260,110000,6,line,,110kV Hervest-Dorsten - Stadtlohn + Lembeck - Stadtlohn-110kV Hervest-Dorsten - Stadtlohn + Hervest-Dorsten - Lembeck,RWE,38347.0,,,,,Yes
570,29471978,29471981,110000,6,line,,-110kV Hervest-Dorsten - Stadtlohn + Hervest-Dorsten - Lembeck,RWE,9571.0,,,,,
571,23692543,24849905,110000,4,line,0,Wickrath - Düsseldorf,DB_Energie,30244.0,,,,,Yes
572,156938113,44502985,110000,6,line,,110kV Haus Aden Nord+Süd,RWE,2139.0,,,,,
573,42694871,42694878,110000,6,line,,,EON_Mitte-Westfalen Weser Netz,4867.0,,,,,Yes
574,158045455,150277621,220000,12,line,,110kV Hamborn Ost+West--110kV Wehofen West-Haniel Ost-Sterkrade Süd-110kV Sterkrade Süd+ANK,RWE,18356.0,0.01,0.04,92.0,10.4,Yes
575,158045455,24280460,220000,12,line,,110kV Hamborn Ost+West--110kV Wehofen West-110kV Haniel Ost-110kV Sterkrade Süd+ANK,RWE,16711.0,0.01,0.04,92.0,10.4,Yes
576,66676626,28452784,110000,6,line,50,110kV Sodingen Ost+West-110kV Sodingen Ost-110kV Sodingen West,RWE,4267.0,,,,,Yes
577,23084417,91936254,110000,6,line,50,-110kV Hau West+Provisorium Hau Ost,RWE,12481.0,,,,,Yes
578,48706950,90148336,110000,9,line,,,RWE,1309.0,,,,,
579,39210392,288305056,110000,6,line,50,,E.ON Westfalen Weser,14178.0,,,,,Yes
580,28442013,23084554,110000,6,line,50,110 kV Frechen Ost|West,RWE,6264.0,,,,,
581,83916207,157538030,110000,6,line,,,markE,9611.0,,,,,
582,83916207,84193263,110000,6,line,,-110kV Lenne 2+3,markE,12274.0,,,,,Yes
583,83916207,121385367,110000,6,line,,,markE,405.0,,,,,
584,83916207,146333205,220000,12,line,50,,markE,25728.0,0.02,0.08,46.0,5.2,Yes
585,83916207,157537789,220000,12,line,50,,markE,25084.0,0.02,0.08,46.0,5.2,Yes
586,83916207,148926236,220000,12,line,50,,markE,12993.0,0.02,0.08,46.0,5.2,Yes
587,114706325,59426811,110000,6,line,,-110kV Heiligenhaus Nord,RWE,1446.0,,,,,Yes
588,49577401,31762305,220000,15,line,50,-110 kV Nievenheim Ost|West-220 kV Norf Ost- 110 kV Nievenheim Ost|West,RWE,3518.0,0.008,0.032,115.0,13.0,Yes
589,157613504,148926383,110000,6,cable,,,markE,532.0,,,,,
590,93052376,24815262,110000,6,line,50,110kV Bracht Nord+Süd-110kV Bracht Nord,RWE,9572.0,,,,,Yes
591,91854336,37449540,380000,15,line,50,-110kV Mevissen Ost+Neukirchen West,RWE,3485.0,0.005,0.05,68.5,13.0,Yes
592,29185555,23064345,110000,6,line,50,-110kV Hillerheide Ost+West,RWE,2033.0,,,,,
593,29185555,28452784,110000,6,line,50,-110kV Hillerheide Ost+West-110kV Hillerheide West,RWE,3389.0,,,,,Yes
594,32675761,88061587,110000,6,line,50,,Westnetz,12055.0,,,,,
595,234950231,24849905,110000,,line,,,Stadtwerke_Düsseldorf,568.0,,,,,
596,114319253,114319248,380000,12,line,50,-110kV Wersen West,Amprion-RWE,8234.0,0.00625,0.0625,54.8,10.4,Yes
597,69748330,36842925,110000,12,line,50,-Leitung 1856-Leitung 1817-Leitung 1817,EON_Netz-EON,18690.0,,,,,Yes
598,32673728,288305056,110000,6,line,50,,,7718.0,,,,,
599,170350099,24849905,110000,10,line,0,110 kV Bahnstrom Düsseldorf - Gerresheim 1|2,Stadtwerke Düsseldorf,6295.0,,,,,
600,88061587,88061681,110000,,line,50,-110kV Wollenberg Ost+West,,9870.0,,,,,
601,88061587,88061593,110000,6,line,50,-110kV Wollenberg Ost+West,RWE,13762.0,,,,,
602,88762018,88762027,110000,6,line,50,,Westnetz,5401.0,,,,,
603,138649883,106446798,110000,3,line,,Hannover Tr13,RWE,68.0,,,,,
604,113546936,113546939,110000,3,line,,110kV Tr212,,220.0,,,,,
605,32515797,28452784,380000,12,line,50,-110kV Knepper-Pöppinghausen Nord+Süd-11kV Knepper-Pöppinghausen Nord-11kV Knepper-Pöppinghausen Nord+Süd-RWE 4313 Mengede - Pöppinghausen,RWE,7716.0,0.00625,0.0625,54.8,10.4,Yes
606,87322402,29374385,110000,12,line,0,110 kV Bahnstrom Orscheid - Köln 1|2,DB_Energie,42673.0,,,,,Yes
607,87322402,37832751,110000,12,line,0,Orscheid - Köln 2-110 kV Bahnstrom Orscheid - Köln 1|2,DB_Energie,21389.0,,,,,Yes
608,275138524,109504648,110000,,cable,0,,DB_Energie,12.0,,,,,
609,30314294,240037026,110000,6,line,50,,e.ON Westfalen Weser,159.0,,,,,
610,28442445,24849905,110000,4,line,0,110 kV Bahnstrom Düsseldorf - Gerresheim 1|2,DB_Energie,231.0,,,,,
611,88061824,88061836,110000,6,line,50,,RWE,9652.0,,,,,
612,114319248,196878039,110000,6,line,50,110kV Velpe Nord+Uffeln Nord,RWE,9672.0,,,,,
613,22964137,131986820,110000,6,line,50,110kV Koepchenwerk Ost+West,RWE,6046.0,,,,,
614,29470635,29470719,110000,6,line,,110kV Groß Reken Ost+West-,RWE,17906.0,,,,,Yes
615,275138487,109504648,110000,4,line,0,,DB_Energie,95.0,,,,,
616,24415232,42507488,380000,15,line,50,-220kV Elmenhorst Süd-RWE 4301 Pkt Waltrop - Gersteinwerk-220kV Cappenberg Süd-220kV Cappenberg Nord-220kV Elmenhorst Süd+ANK-220kV Cappenberg Süd+Elmenhorst Süd,RWE,34809.0,0.005,0.05,68.5,13.0,Yes
617,24415232,138877959,220000,6,line,50,220kV Elmenhorst Süd-220kV Cappenberg Nord+Elmenhorst Süd-220kV Cappenberg Süd-220kV Elmenhorst Süd+ANK-220kV Cappenberg Süd+Elmenhorst Süd-2601 Gersteinwerk - Pöppinghausen,RWE,11598.0,0.08,0.32,11.5,1.3,Yes
618,24415232,28452784,220000,12,line,50,220kV Elmenhorst Süd-Elmenhorst Süd-220kV Cappenberg Süd-220kV Elmenhorst Süd+ANK-220kV Cappenberg Süd+Elmenhorst Süd-2601 Gersteinwerk - Pöppinghausen,RWE,17548.0,0.04,0.16,23.0,2.6,Yes
619,91854336,24479857,380000,15,line,50,-220kV Stratum Ost+West-220kV Rheinhausen West-220kV Stratum West,RWE,6293.0,0.005,0.05,68.5,13.0,Yes
620,91854336,24799890,380000,15,line,50,-220kV Stratum Ost+West-220kV Rheinhausen West,RWE,15096.0,0.005,0.05,68.5,13.0,Yes
621,91854336,25043127,380000,15,line,,-380 KV-220kV Rheinhausen West-Meerbusch Ost+ANK,RWE,17040.0,0.005,0.05,68.5,13.0,Yes
622,91854336,92024105,220000,12,line,50,-220kV Rheinhausen West-220 KV,RWE,5550.0,0.02,0.08,46.0,5.2,Yes
623,91854336,92877616,380000,18,line,50,-220 KV,RWE,4702.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
624,91854336,24479984,380000,18,line,50,-380kV Toeppersee West+220kV Mündelheim Nord-220 KV,RWE,9024.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
625,91854336,23380800,380000,18,line,50,-380kV Toeppersee West+220kV Mündelheim Nord-220kV Mündelheim Nord,RWE,21948.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
626,91854336,24815262,380000,18,line,50,-380kV Toeppersee West+220kV Mündelheim Nord-220kV Utfort West-220kV Ürdingen West-220kV Fichtenhain Ost+Utfort West,RWE,55982.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
627,91854336,93278553,380000,18,line,50,-380kV Toeppersee West+220kV Mündelheim Nord-220kV Utfort West-220kV Ürdingen West-220kV Fichtenhain West+Utfort West,RWE,36775.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
628,23084554,24839976,220000,12,line,50,220 kV Niederaußem 2b- Rommerskirchen Ost-220 kV Niederaußem 1a|2b|3c- Rommerskirchen Ost-220 kV Rommerskirchen Ost,RWE,11755.0,0.01,0.04,92.0,10.4,Yes
629,23084554,22766160,380000,6,line,50,380 kV Ville Ost- 220 kV Godorf West-220 kV Godorf West,RWE,24274.0,0.0125,0.125,27.4,5.2,Yes
630,23084554,32148946,220000,6,line,50,220 kV Godorf Ost- Olefin West-220 kV Godorf Ost,RWE,20885.0,0.04,0.16,23.0,2.6,Yes
631,23022100,22943608,380000,12,line,,-Scholven B+D+E-220kV Scholven D+E-220kV Scholven E-220kV Scholven D,Amprion-RWE,5002.0,0.00625,0.0625,54.8,10.4,Yes
632,23022100,24462426,380000,19,line,0,-220kV Schermbeck Nord-Schermbeck Nord,Amprion-RWE,28587.0,0.00394736842105,0.0394736842105,86.7666666667,16.4666666667,Yes
633,23022100,38584673,220000,12,line,,-220kV Schermbeck Nord+Scholven E-220kV Scholven E,RWE,2386.0,0.02,0.08,46.0,5.2,Yes
634,23022100,22944791,220000,12,line,,-220kV Schermbeck Nord+Scholven E-220kV Scholven E,RWE,3623.0,0.02,0.08,46.0,5.2,Yes
635,23022100,29077623,220000,9,line,,220kV Polsum Süd+Scholven D-220kV Polsum Süd-220kV Schermbeck Nord+Scholven E-220kV Scholven E,Amprion-RWE,9097.0,0.0177777777778,0.0711111111111,51.75,5.85,Yes
636,23022100,68549340,380000,18,line,,-220kV Hochlarmark Ost+West-220kV Hochlarmark West+Ost-Hochlarmark West-220kV Polsum Süd+Scholven D-220kV Hochlarmark Ost/West-220kV Scholven E-220kV Schermbeck Nord+Scholven E-220kV Polsum Süd,Amprion-RWE,35999.0,0.00555555555556,0.0555555555556,61.65,11.7,Yes
637,23022100,25051880,380000,12,line,,-220kV Herne 2B+ANK-Gladbeck West+Nordstern West-Gladbeck West+Gelsenkirchen Nord-220kV Hochlarmark Ost+West-220kV Hochlarmark West+Ost-Gladbeck West+Gelsenkirchen Süd-Hochlarmark West-220kV Herne 2B-220kV Polsum Süd+Scholven D-220kV Hochlarmark Ost/West-220kV Scholven E-380kV Herne 1A-220kV Schermbeck Nord+Scholven E-220kV Polsum Süd-220kV Herne 1A,Amprion-RWE,60812.0,0.00625,0.0625,54.8,10.4,Yes
638,23022100,113546939,380000,18,line,50,-220kV Herne 2B+ANK-220kV Hochlarmark Ost+West-220kV Hochlarmark West+Ost-Hochlarmark West-220kV Herne 2B-220kV Polsum Süd+Scholven D-220kV Hochlarmark Ost/West-220kV Scholven E-380kV Herne 1A-220kV Schermbeck Nord+Scholven E-220kV Polsum Süd-220kV Herne 1A,Amprion-RWE,55401.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
639,23022100,425101435,380000,12,line,,-220kV Hochlarmark Ost+West-220kV Hochlarmark West+Ost-Hochlarmark West-220kV Polsum Süd+Scholven D-220kV Hochlarmark Ost/West-220kV Scholven E-220kV Herne 4-380kV Recklinghausen + 220kV Herne 4-220kV Schermbeck Nord+Scholven E-220kV Polsum Süd,Amprion-RWE,29648.0,0.00625,0.0625,54.8,10.4,Yes
640,23022100,28452784,220000,12,line,50,-RWE 2613 Pöppinghausen - Wanne-220kV Hochlarmark Ost+West-220kV Hochlarmark West+Ost-220kV Polsum Süd+Scholven D-220kV Hochlarmark Ost/West-220kV Scholven E-220kV Schermbeck Nord+Scholven E-220kV Polsum Süd,Amprion-RWE,34967.0,0.0133333333333,0.0533333333333,69.0,7.8,Yes
641,35818522,35818137,220000,6,line,,,,1049.0,,,,,
642,87767090,87767098,220000,3,line,,Trafo 211,RWE,168.0,0.16,0.64,5.75,0.65,
643,87767098,113546939,380000,12,line,50,-220kV Itterbach Ost+West-220kV Itterbach Ost-Itterbach Ost-220kV Itterbach West-RWE 4516 Eiberg - Opladen,RWE,30448.0,0.00625,0.0625,54.8,10.4,Yes
644,87767098,22761839,380000,18,line,50,-220 kV Eller Ost-220kV Itterbach West-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-220 kV Eller Ost- Itterbach Ost-RWE 4516 Eiberg - Opladen,RWE,27240.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
645,87767098,23192640,380000,18,line,50,-220kV Eller West-220kV Itterbach West-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-220kV Eller West+Itterbach West-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-RWE 4516 Eiberg - Opladen,RWE,31345.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
646,87767098,49577401,380000,18,line,50,-220 kV Eller West-220kV Eller West-220kV Itterbach West-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-220kV Eller West+Itterbach West-220 kV Eller West- Frixheim Süd-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-RWE 4516 Eiberg - Opladen,RWE,36920.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
647,87767098,23140544,380000,18,line,50,-220 kV Eller West-220kV Itterbach West-380 kV Oerkhaus Ost- St. Peter Nord- 220 kV Itterbach Ost|West-380 kV Oerkhaus Ost-St. Peter Nord-220 kV Itterbach Ost|West-220 kV Eller Ost+West-RWE 4516 Eiberg - Opladen,RWE,26839.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
648,29374542,22767509,380000,18,line,50,380 kV Siegtal Nord|Süd- 220 kV Gremberghoven Ost|West- 110 kV Siegburg Nord|Süd-220 kV Gremberghoven Ost|West- 110 kV Porz Ost|West-220 kV Gremberghoven Ost|West-380 kV Siegtal Nord|Süd- 220 kV Gremberghoven Ost|West,RWE,20565.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
649,29374542,22796434,220000,12,line,50,220 kV Gremberghoven Ost|West- 110 kV Porz Ost|West-220 kV Gremberghoven Ost|West-220 kV Gremberghoven Ost,RWE,12198.0,0.02,0.08,46.0,5.2,Yes
650,29374542,27871140,220000,12,line,50,220 kV Merheim Ost|West- 110 kV Bahnstrom Köln - Gerresheim 1|2-220 kV Merheim Ost|West-110 kV Moitzfeld West-Springborn West-220 kV Merheim Ost|West-220 kV Merheim Ost|West- 110 kV Springborn Ost|West-220 kV Merheim Ost|West- 110 kV Moitzfeld West- Springborn West,RWE,11404.0,0.02,0.08,46.0,5.2,Yes
651,22766160,201153704,380000,12,line,50,380 kV Sechtem Nord|Süd- Walberberg West- 220 kV Knapsack 2b-380 kV Knapsack 1a- 220 kV Knapsack 2b-380 kV Walberberg West- 220 kV Knapsack 2b-220 kV Knapsack 2b,RWE,13422.0,0.00625,0.0625,54.8,10.4,Yes
652,22766160,22767509,220000,6,line,50,220 kV Troisdorf West-220 kV Troisdorf Ost|West,RWE,17080.0,0.04,0.16,23.0,2.6,Yes
653,29472852,114319248,220000,12,line,50,-220kV Amelsbüren + Nike Süd,RWE,13155.0,0.02,0.08,46.0,5.2,Yes
654,29472852,42861703,380000,12,line,50,-220kV Amelsbüren-110kV Velpe Nord,Amprion-RWE,70071.0,0.00625,0.0625,54.8,10.4,Yes
655,29472852,42507488,380000,12,line,50,-220kV Amelsbüren-220kV Werse West-110kV Velpe Nord,RWE,98021.0,0.00625,0.0625,54.8,10.4,Yes
656,24462426,37554416,220000,12,line,50,-220kV Emscher Süd,RWE,18842.0,0.01,0.04,92.0,10.4,Yes
657,24462426,24921206,220000,12,line,50,-220kV Emscher Nord+Süd,RWE,28657.0,0.01,0.04,92.0,10.4,Yes
658,24462426,24462228,220000,12,line,50,-Götterswick Süd + Wesel Ost-220 kV Wesel Ost-220 kV Wesel Ost- 110 kV Götterswick Süd-220kV Wesel Ost-220 kV Wesel Ost- 110 kV Götterswick Süd- Wallach Ost|West,RWE,16299.0,0.02,0.08,46.0,5.2,Yes
659,24462426,23084417,380000,16,line,50,-Pfalzdorf TR211+TR212-Pfalzdorf TR211,Amprion-RWE-DB_Energie-RWE,41076.0,0.0046875,0.046875,73.0666666667,13.8666666667,Yes
660,35833442,35833592,220000,12,line,,,,1672.0,,,,,Yes
661,35833442,125808869,220000,,line,,,,432.0,,,,,
662,89043564,132814303,220000,12,line,50,-220kV Eiserfeld Ltg,Amprion-RWE,24130.0,0.02,0.08,46.0,5.2,Yes
663,24921206,150267232,220000,12,line,,-220kV LMG Ost+West-220kV LMG West,RWE,3436.0,0.02,0.08,46.0,5.2,Yes
664,42861703,111973179,220000,12,line,50,,RWE,3524.0,,,,,Yes
665,22944791,25051880,220000,18,line,,-Gladbeck West + Hugo Ost-Gladbeck West+ANK-220kV Buer Süd+Scholven E,RWE,8230.0,0.0133333333333,0.0533333333333,69.0,7.8,Yes
666,82162837,22964137,380000,12,line,50,,RWE,10480.0,0.00625,0.0625,54.8,10.4,Yes
667,35818137,35818134,220000,12,line,,-Stockum Ost+West,RWE,3156.0,0.02,0.08,46.0,5.2,Yes
668,66038431,28452784,220000,12,line,50,-220kV/d Pöppinghausen West+Ost-220kV Pöppinghausen West-220kV Pöppinghausen Ost+West,RWE,12653.0,0.02,0.08,46.0,5.2,Yes
669,66038431,24667346,380000,18,line,50,-220kV Pöppinghausen Ost+Haarstrang Ost-220kV Pöppinghausen Ost-220kV Herdecke Nord-220kV Laer West+Pöppinghausen Ost-220kV Herdecke Nord+Süd,RWE,42095.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
670,66038431,131986820,380000,18,line,50,-220kV Pöppinghausen Ost+Haarstrang Ost-220kV Pöppinghausen Ost-220kV Herdecke Süd-220kV Laer West+Pöppinghausen Ost-220kV Herdecke Nord+Süd-220kV Maschine 5,RWE,38178.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
671,66038431,113546939,380000,18,line,50,-220kV Pöppinghausen Ost+Haarstrang Ost-220kV Pöppinghausen Ost-220kV Herdecke Nord-220kV Laer West+Pöppinghausen Ost-220kV Herdecke Nord+Süd,RWE,27286.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
672,24478889,26623135,220000,6,line,,220kV Beeck Tr211+212,RWE,205.0,0.04,0.16,23.0,2.6,
673,24478889,234950814,220000,3,line,,,,269.0,,,,,
674,152403632,22767509,220000,6,line,50,220 kV Leuscheid Nord+Süd,RWE,51136.0,0.04,0.16,23.0,2.6,
675,26383042,39229429,220000,9,line,50,-220kV Halle West+Spexard-220kV Halle West,RWE,19720.0,0.0266666666667,0.106666666667,34.5,3.9,Yes
676,26383042,26611458,380000,12,line,50,,RWE,23689.0,0.00625,0.0625,54.8,10.4,Yes
677,28397771,24264701,380000,9,line,50,,Westfalen Weser Netz GmbH-E.ON Westfalen Weser-Wesertal,34813.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
678,28397771,26611458,380000,6,line,50,,Westfalen Weser Netz GmbH-E.ON Westfalen Weser,33131.0,0.0125,0.125,27.4,5.2,Yes
679,28397771,288305056,220000,6,line,50,,TenneT,40653.0,0.08,0.32,11.5,1.3,
680,28397771,23135618,220000,6,line,50,A08 - A09-Meißen,TenneT-EON_WestfalenWeser,11315.0,0.04,0.16,23.0,2.6,Yes
681,24667346,156398578,220000,9,line,50,Bixterheide Nord-220kV Bigge Ost-220 kV Bigge Ost+West+ANK-220kV Bixterheide Nord+Bigge West-220kV Bigge West,RWE,40710.0,0.0266666666667,0.106666666667,34.5,3.9,Yes
682,24667346,132814303,220000,6,line,,Bixterheide Nord-220kV Bigge Ost-220kV Bixterheide Nord+Bigge West-220kV Bigge West-,Amprion-RWE,61913.0,0.08,0.32,11.5,1.3,Yes
683,24667346,51940126,220000,12,line,50,Bixterheide Nord-220kV Bixterheide Nord+Bigge Ost-220kV Bixterheide Nord+Bigge West-220kV Bigge West,RWE,21742.0,0.04,0.16,23.0,2.6,Yes
684,24667346,83916207,220000,10,line,50,-220kV Nordleitung-220kV Südleitung-220kV Nordleitung+Südleitung,markE,22350.0,0.024,0.096,38.3333333333,4.33333333333,Yes
685,150200540,196878039,220000,3,line,50,,RWE,94.0,0.04,0.16,23.0,2.6,
686,95434457,24267119,380000,12,line,50,-380 kV Neurath 2b|3c- 220 kV Neurath 1a-380 kV Neurath 2b- 220 kV Neurath 1a-Frimmersdorf 5e-Frimmersdorf 6f-220 kV Neurath 1a-220 kV Frimmersdorf 5e,RWE,6970.0,0.00625,0.0625,54.8,10.4,Yes
687,95434457,27919734,380000,12,line,50,380 kV Neurath 2b- 220 kV Frimmersdorf 5e- Neurath 1a-380 kV Neurath 2b|3c- 220 kV Neurath 1a-380 kV Neurath 2b- 220 kV Neurath 1a-220 kV Neurath 1a,RWE,10870.0,0.00625,0.0625,54.8,10.4,Yes
688,68549340,86163350,220000,6,line,,220kV Welper Ost,RWE,647.0,,,,,Yes
689,68549340,63114179,380000,12,line,,-220kV Welper Ost-380kV Weitmar West 220kV Welper Ost,RWE,12146.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
690,68549340,156973363,380000,12,line,,-220kV Welper Ost-220kV Welper Ost+ANK-380kV Weitmar West 220kV Welper Ost,RWE,8536.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
691,42507488,88700172,220000,6,line,50,220kV Gersteinwerk F2+G2-220kV Gersteinwerk F2,RWE,485.0,0.04,0.16,23.0,2.6,Yes
692,42507488,24414688,220000,12,line,50,-220kV Wambel West-220kV Wambel Ost+West,RWE,25307.0,0.02,0.08,46.0,5.2,Yes
693,42507488,33883956,220000,6,line,,220kV Gersteinwerk I2,RWE,401.0,0.04,0.16,23.0,2.6,Yes
694,37554416,35833592,220000,12,line,,-220kV Walsum Nord,RWE,8096.0,0.02,0.08,46.0,5.2,Yes
695,37554416,26623135,220000,24,line,,-220kV Walsum Nord,RWE,6403.0,0.01,0.04,92.0,10.4,Yes
696,31762305,49577401,220000,12,line,50,-220 kV Frimmersdorf 5e- Zons Nord-220 kV Frimmersdorf 5e- Norf West- Zons Nord,RWE,3416.0,0.02,0.08,46.0,5.2,Yes
697,24479003,401873466,380000,9,line,,,RWE,161.0,0.00833333333333,0.0833333333333,41.1,7.8,Yes
698,42734372,288305056,220000,6,line,50,121-122,,6444.0,,,,,
699,24839976,22761692,220000,12,line,50,-220 kV Frixheim Süd-220 kV Niederaußem 4d- Stommeln Nord-220 kV Frixheim Süd- Niederaußem 4d|5e- Stommeln Nord,RWE,18783.0,0.02,0.08,46.0,5.2,Yes
700,24839976,22761839,220000,12,line,50,-220 kV Niederaußem 4d|5e- Stommeln Nord-220 kV Frixheim Süd- Niederaußem 4d|5e- Stommeln Nord-220 kV Niederaußem 4d- Stommeln Nord-220 kV Kasselberg Süd- Niederaußem 4d|5e- Stommeln Nord-220 kV Kasselberg Süd- Niederaußem 5e,RWE,23640.0,0.02,0.08,46.0,5.2,Yes
701,24839976,22764922,220000,12,line,50,-220 kV Niederaußem 4d|5e- Stommeln Nord-220 kV Niederaußem 4d- Stommeln Nord-220 kV Kasselberg Süd- Niederaußem 4d|5e- Stommeln Nord-220 kV Frixheim Süd- Niederaußem 4d|5e- Stommeln Nord,RWE,23457.0,0.02,0.08,46.0,5.2,Yes
702,24839976,24840439,380000,12,line,50,-220 kV Niederaußem 5e-380 kV Niederaußem 6f- 220 kV Niederaußem 5e-220 kV Niederaußem 4d- Stommeln Nord-380 kV Opladen Nord|Süd- 220 kV Frixheim Süd- Niederaußem 5e-380 kV Niederaußem 6f|7g|8h- 220 kV Niederaußem 5e-220 kV Frixheim Süd- Niederaußem 5e,RWE,24909.0,0.00625,0.0625,54.8,10.4,Yes
703,24839976,27919734,380000,18,line,50,220 kV Frixheim Süd-380 kV Knechtsteden West- St. Peter Süd- 220 kV Frixheim Nord|Süd- 110 kV Gohr Ost|West-380 kV Knechtsteden West- St. Peter Süd- 220 kV Frixheim Nord|Süd-220 kV Frixheim Nord|Süd,RWE,10745.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
704,92877610,92877616,220000,3,line,50,,,27.0,,,,,
705,92877635,92877616,220000,3,line,50,,,105.0,,,,,
706,38584673,22943608,220000,3,line,,Scholven C,RWE,2932.0,0.08,0.32,11.5,1.3,
707,24799890,27919734,380000,18,line,50,-380 kV Knechtsteden West- 220 kV Frixheim Nord- Neurath 1a- Osterath West- 110 kV Kaarst Ost|West-220 kVOsterath West,RWE,19888.0,0.00416666666667,0.0416666666667,82.2,15.6,Yes
708,22761839,156398578,380000,12,line,50,-380 kV Leichlingen Ost|West- 220 kV Bigge Ost|West-220 kV Bigge Ost|West-RWE 4561 Opladen - Ronsdorf-380 kV Leichlingen Ost|West-220 kV Bigge Ost|West-220 kV Bigge Ost+West,RWE,26603.0,0.00625,0.0625,54.8,10.4,Yes
709,22761839,27871140,220000,12,line,50,220 kV Dünnwald Ost|West-220 kV Dünnwald Ost|West-110 kV Bahnstrom Köln - Gerresheim 1|2-220 kV Dünnwald Ost|West- 110 kV Bahnstrom Köln - Gerresheim 1|2-220 kV Dünnwald Ost|West- 110 kV Springborn Ost,RWE,9876.0,0.02,0.08,46.0,5.2,Yes
710,27919734,49577401,220000,6,line,50,220 kV Frixheim Süd- Zons Nord,RWE,7786.0,0.04,0.16,23.0,2.6,
711,24267175,24267119,220000,6,line,50,,RWE,1629.0,,,,,Yes
